Date,Open,High,Low,Close,Adjusted_close,Volume
2020-11-24,117.81,118.9,115.71,118.59,118.59,1445792
2020-11-25,119.36,121.44,119,119.86,119.86,960977
2020-11-27,121.07,124.11,120.74,123.79,123.79,734969
2020-11-30,123.65,124.1,120.14,123.23,123.23,1720628
2020-12-01,124.31,124.31,120.37,122.64,122.64,938764
2020-12-02,122.15,123.24,120.68,122.88,122.88,679975
2020-12-03,123.64,127.51,123,126.09,126.09,1247141
2020-12-04,126.85,128.5631,125.94,127.8,127.8,616517
2020-12-07,128.61,129.38,127.6001,128.08,128.08,674153
2020-12-08,126.8282,131.85,126.8282,131.66,131.66,1055835
2020-12-09,130.03,130.82,124.48,125.34,125.34,1313230
2020-12-10,124.88,128.01,124.16,127.56,127.56,1037711
2020-12-11,127.3,128.53,126.12,128.36,128.36,1072727
2020-12-14,128.182,132.21,127.83,130.69,130.69,1156499
2020-12-15,131.89,131.99,129.42,131.82,131.82,1039856
2020-12-16,132.01,134.89,131.25,133.33,133.33,896551
2020-12-17,134.29,136.48,133.96,136.42,136.42,1072716
2020-12-18,136.57,146.45,136.42,145.85,145.85,3045316
2020-12-21,143.388,147.36,141.18,145.96,145.96,1356414
2020-12-22,145.75,153.3299,145.41,152.15,152.15,1507435
2020-12-23,152.56,153.15,149.97,150.24,150.24,1005849
2020-12-24,149.97,151.4999,148.54,149.79,149.79,425569
2020-12-28,150.66,151.49,148.41,149.29,149.29,708492
2020-12-29,150,150.84,146.4923,147.53,147.53,686308
2020-12-30,148.72,149.75,147.66,148.02,148.02,612902
2020-12-31,148.64,149,147.25,148.53,148.53,485112
2021-01-04,149.57,149.655,142.86,145.56,145.56,1078192
2021-01-05,141.56,142.68,139.83,141.74,141.74,1226179
2021-01-06,137.325,140.61,137.31,138.11,138.11,1306255
2021-01-07,139.13,143.62,139.11,143.25,143.25,1371204
2021-01-08,144.51,148.49,144.09,148.14,148.14,1260454
2021-01-11,146.92,150.54,144.355,148.17,148.17,1374865
2021-01-12,150.664,155.31,149.34,152.91,152.91,1692335
2021-01-13,153.65,153.69,147.04,147.9,147.9,1285111
2021-01-14,149.12,150.97,146.075,147.53,147.53,838685
2021-01-15,147.5,149.14,145.8301,146.53,146.53,862794
2021-01-19,147.46,149.3,146.46,148.21,148.21,823894
2021-01-20,150,152.13,149.14,150.29,150.29,669167
2021-01-21,151.36,151.61,149.0701,149.76,149.76,519457
2021-01-22,152.99,152.99,150.56,151.23,151.23,806642
2021-01-25,152.53,154.51,148.68,151.82,151.82,652663
2021-01-26,152.19,153.65,149.52,149.65,149.65,679422
2021-01-27,148,149.47,143.63,145.82,145.82,1101912
2021-01-28,147.01,149.84,146.45,148.53,148.53,587170
2021-01-29,147.13,148.48,144.2101,144.75,144.75,1291301
2021-02-01,146.381,148.71,145.53,148.39,148.39,691399
2021-02-02,149.46,154.04,149.36,153.81,153.81,916029
2021-02-03,154.11,154.55,149.4,150.92,150.92,1106964
