Date,Open,High,Low,Close,Adjusted_close,Volume
2021-10-05|12:00:00,346.70,346.70,346.25,346.25,346.25,1731.00
2021-10-05|01:00:00,346.60,347.56,343.31,343.81,343.81,395064.00
2021-10-05|02:00:00,343.91,347.65,343.50,347.60,347.60,574249.00
2021-10-05|03:00:00,347.59,348.57,345.28,345.99,345.99,387750.00
2021-10-05|04:00:00,345.88,346.37,343.69,344.98,344.98,405007.00
2021-10-05|05:00:00,344.97,345.03,343.50,343.56,343.56,349494.00
2021-10-05|06:00:00,343.58,345.57,343.45,344.88,344.88,515976.00
2021-10-05|07:00:00,344.82,345.07,342.93,343.34,343.34,902972.00
2021-10-05|08:00:00,343.21,344.08,343.21,344.08,344.08,653029.00
2021-10-06|12:00:00,340.24,340.90,340.00,340.40,340.40,4789.00
2021-10-06|01:00:00,340.40,342.85,339.11,341.64,341.64,342565.00
2021-10-06|02:00:00,341.43,346.04,339.59,344.82,344.82,570424.00
2021-10-06|03:00:00,344.98,345.31,342.88,345.04,345.04,311668.00
2021-10-06|04:00:00,345.03,345.90,344.11,344.21,344.21,313429.00
2021-10-06|05:00:00,344.20,346.50,343.21,345.96,345.96,784589.00
2021-10-06|06:00:00,345.91,348.88,345.53,347.51,347.51,344242.00
2021-10-06|07:00:00,347.52,348.83,346.99,348.49,348.49,531073.00
2021-10-06|08:00:00,348.69,348.69,348.50,348.69,348.69,453630.00
2021-10-06|09:00:00,348.50,348.69,348.50,348.69,348.69,266.00
2021-10-07|08:00:00,350.00,350.00,350.00,350.00,350.00,145.00
2021-10-07|11:00:00,351.61,352.49,351.50,351.50,351.50,6791.00
2021-10-07|01:00:00,352.00,356.55,347.90,354.90,354.90,512852.00
2021-10-07|02:00:00,355.09,357.09,354.71,356.44,356.44,456156.00
2021-10-07|03:00:00,356.35,357.00,354.78,356.62,356.62,254330.00
2021-10-07|04:00:00,356.62,357.90,356.37,356.52,356.52,314430.00
2021-10-07|05:00:00,356.45,357.10,356.16,356.76,356.76,206343.00
2021-10-07|06:00:00,356.72,356.80,354.50,354.50,354.50,253404.00
2021-10-07|07:00:00,354.50,355.68,353.67,354.10,354.10,625895.00
2021-10-07|08:00:00,353.91,353.91,353.91,353.91,353.91,568268.00
2021-10-07|10:00:00,354.07,354.07,354.07,354.07,354.07,100.00
2021-10-07|11:00:00,354.07,354.07,354.07,354.07,354.07,293.00
2021-10-08|01:00:00,354.55,360.37,354.55,357.19,357.19,347042.00
2021-10-08|02:00:00,357.26,358.63,356.81,357.90,357.90,264594.00
2021-10-08|03:00:00,357.92,358.06,356.09,356.13,356.13,170554.00
2021-10-08|04:00:00,356.08,356.93,355.87,356.32,356.32,139459.00
2021-10-08|05:00:00,356.28,356.38,354.21,354.75,354.75,174474.00
2021-10-08|06:00:00,354.85,356.34,354.70,355.04,355.04,194512.00
2021-10-08|07:00:00,355.03,355.59,354.29,354.96,354.96,469017.00
2021-10-08|08:00:00,354.96,355.00,354.40,355.00,355.00,556408.00
2021-10-08|09:00:00,354.95,354.95,354.55,354.55,354.55,901.00
2021-10-11|11:00:00,352.61,352.61,352.61,352.61,352.61,1144.00
2021-10-11|12:00:00,352.56,353.90,352.04,353.45,353.45,3393.00
2021-10-11|01:00:00,353.52,354.88,352.28,352.72,352.72,318561.00
2021-10-11|02:00:00,352.72,353.68,351.70,351.85,351.85,363189.00
2021-10-11|03:00:00,351.86,352.88,350.86,352.75,352.75,309806.00
2021-10-11|04:00:00,352.75,352.85,351.32,351.59,351.59,183226.00
2021-10-11|05:00:00,351.51,351.52,346.90,347.67,347.67,391998.00
2021-10-11|06:00:00,347.57,348.60,347.26,348.25,348.25,183218.00
2021-10-11|07:00:00,348.25,348.62,347.16,347.25,347.25,733538.00
2021-10-11|08:00:00,347.15,347.15,347.00,347.00,347.00,262241.00
2021-10-11|09:00:00,346.85,346.85,346.85,346.85,346.85,215.00
2021-10-11|10:00:00,346.86,346.86,346.01,346.01,346.01,1340.00
2021-10-11|11:00:00,346.95,346.95,346.90,346.90,346.90,1150.00
2021-10-12|09:00:00,347.10,347.10,347.10,347.10,347.10,223.00
2021-10-12|11:00:00,348.80,348.80,348.00,348.00,348.00,891.00
2021-10-12|01:00:00,348.65,350.00,344.62,345.60,345.60,287240.00
2021-10-12|02:00:00,345.39,347.65,345.19,346.83,346.83,283817.00
2021-10-12|03:00:00,346.88,348.17,346.64,347.57,347.57,172594.00
2021-10-12|04:00:00,347.77,349.32,345.97,346.26,346.26,188585.00
2021-10-12|05:00:00,346.21,347.06,345.33,345.35,345.35,241904.00
2021-10-12|06:00:00,345.30,347.88,345.22,347.40,347.40,224809.00
2021-10-12|07:00:00,347.41,347.48,345.11,345.34,345.34,495470.00
2021-10-12|08:00:00,345.34,345.34,345.00,345.34,345.34,737280.00
2021-10-12|11:00:00,344.11,344.11,344.11,344.11,344.11,334.00
2021-10-13|01:00:00,346.75,349.50,344.05,345.20,345.20,349539.00
2021-10-13|02:00:00,344.99,345.87,341.60,341.80,341.80,444551.00
2021-10-13|03:00:00,341.79,342.69,339.00,339.42,339.42,573820.00
2021-10-13|04:00:00,339.51,339.71,336.98,337.78,337.78,475890.00
2021-10-13|05:00:00,337.85,341.53,337.57,340.64,340.64,413193.00
2021-10-13|06:00:00,340.77,342.09,340.10,340.70,340.70,344691.00
2021-10-13|07:00:00,340.63,342.81,340.22,342.47,342.47,690478.00
2021-10-13|08:00:00,342.35,342.35,342.00,342.35,342.35,299984.00
2021-10-13|09:00:00,342.70,342.70,342.70,342.70,342.70,101.00
2021-10-14|01:00:00,345.80,345.80,343.27,344.59,344.59,455030.00
2021-10-14|02:00:00,344.75,345.81,340.83,342.69,342.69,759709.00
2021-10-14|03:00:00,342.63,344.35,342.29,343.54,343.54,503911.00
2021-10-14|04:00:00,343.59,343.70,341.93,342.42,342.42,322100.00
2021-10-14|05:00:00,342.51,344.89,341.84,343.94,343.94,335945.00
2021-10-14|06:00:00,343.89,344.24,343.38,344.11,344.11,322105.00
2021-10-14|07:00:00,344.10,344.86,343.56,344.44,344.44,591179.00
2021-10-14|08:00:00,344.58,344.58,344.50,344.58,344.58,491215.00
2021-10-14|10:00:00,345.15,345.48,345.10,345.10,345.10,1699.00
2021-10-14|11:00:00,345.10,345.10,345.10,345.10,345.10,100.00
2021-10-15|12:00:00,346.70,346.70,344.58,344.58,344.58,1156.00
2021-10-15|01:00:00,346.00,356.61,346.00,355.38,355.38,798571.00
2021-10-15|02:00:00,355.24,356.50,354.04,355.07,355.07,499750.00
2021-10-15|03:00:00,355.15,355.26,353.00,354.27,354.27,406618.00
2021-10-15|04:00:00,354.33,355.89,354.12,354.32,354.32,257001.00
2021-10-15|05:00:00,354.32,354.48,353.57,354.10,354.10,167753.00
2021-10-15|06:00:00,354.06,355.43,354.06,355.11,355.11,223702.00
2021-10-15|07:00:00,355.02,356.06,354.35,355.98,355.98,882489.00
2021-10-15|08:00:00,356.00,356.11,356.00,356.03,356.03,769907.00
2021-10-15|09:00:00,356.04,356.04,356.04,356.04,356.04,200.00
2021-10-15|10:00:00,356.03,356.03,356.03,356.03,356.03,2000.00
2021-10-15|11:00:00,356.03,356.34,356.03,356.34,356.34,4850.00
2021-10-18|10:00:00,353.84,353.84,353.84,353.84,353.84,200.00
2021-10-18|11:00:00,354.25,354.97,354.25,354.97,354.97,413.00
2021-10-18|12:00:00,354.12,354.12,354.12,354.12,354.12,160.00
2021-10-18|01:00:00,354.60,354.60,350.23,352.05,352.05,382088.00
2021-10-18|02:00:00,352.10,353.16,351.31,351.41,351.41,365206.00
2021-10-18|03:00:00,351.41,356.29,351.25,356.29,356.29,427583.00
2021-10-18|04:00:00,356.20,357.31,355.81,357.07,357.07,294633.00
2021-10-18|05:00:00,357.08,359.94,357.04,359.23,359.23,431994.00
2021-10-18|06:00:00,359.14,359.75,357.77,358.10,358.10,274346.00
2021-10-18|07:00:00,358.02,358.59,357.39,358.33,358.33,618942.00
2021-10-18|08:00:00,358.44,358.44,358.40,358.40,358.40,392683.00
2021-10-18|09:00:00,358.44,358.44,358.44,358.44,358.44,23559.00
2021-10-18|11:00:00,357.95,357.95,357.95,357.95,357.95,150.00
2021-10-19|08:00:00,358.74,358.74,358.74,358.74,358.74,357.00
2021-10-19|12:00:00,360.00,360.47,359.66,359.66,359.66,2397.00
2021-10-19|01:00:00,358.40,359.99,357.61,358.07,358.07,265500.00
2021-10-19|02:00:00,358.13,361.77,357.99,360.59,360.59,359512.00
2021-10-19|03:00:00,360.70,362.18,360.42,360.87,360.87,260940.00
2021-10-19|04:00:00,360.80,361.79,360.50,361.69,361.69,180054.00
2021-10-19|05:00:00,361.69,361.75,360.58,361.24,361.24,162737.00
2021-10-19|06:00:00,361.24,361.40,360.46,361.33,361.33,195020.00
2021-10-19|07:00:00,361.30,362.29,361.25,362.29,362.29,471893.00
2021-10-19|08:00:00,362.10,362.10,362.10,362.10,362.10,641372.00
2021-10-19|10:00:00,362.00,362.00,362.00,362.00,362.00,1000.00
2021-10-19|11:00:00,362.50,362.50,362.50,362.50,362.50,708.00
2021-10-20|09:00:00,362.10,362.10,362.10,362.10,362.10,185.00
2021-10-20|11:00:00,362.10,362.10,362.10,362.10,362.10,352.00
2021-10-20|01:00:00,361.46,362.49,358.00,359.40,359.40,287181.00
2021-10-20|02:00:00,359.40,359.40,356.00,356.48,356.48,376479.00
2021-10-20|03:00:00,356.50,358.66,356.50,358.16,358.16,323082.00
2021-10-20|04:00:00,358.20,359.41,357.66,359.41,359.41,142524.00
2021-10-20|05:00:00,359.40,359.45,357.66,358.12,358.12,158349.00
2021-10-20|06:00:00,357.99,358.14,357.23,357.40,357.40,227928.00
2021-10-20|07:00:00,357.45,357.65,356.56,356.96,356.96,505488.00
2021-10-20|08:00:00,356.77,356.77,356.65,356.77,356.77,333538.00
2021-10-20|09:00:00,356.50,356.50,356.50,356.50,356.50,501.00
2021-10-20|11:00:00,356.00,356.00,356.00,356.00,356.00,549.00
2021-10-21|12:00:00,355.80,355.80,355.80,355.80,355.80,117.00
2021-10-21|01:00:00,355.03,356.00,347.27,350.14,350.14,500407.00
2021-10-21|02:00:00,350.14,354.61,349.67,353.91,353.91,492317.00
2021-10-21|03:00:00,353.97,354.40,352.89,353.32,353.32,243663.00
2021-10-21|04:00:00,353.36,355.00,353.36,354.90,354.90,199177.00
2021-10-21|05:00:00,354.85,355.36,354.25,354.86,354.86,227074.00
2021-10-21|06:00:00,354.88,355.62,354.52,354.83,354.83,168373.00
2021-10-21|07:00:00,354.86,356.38,354.84,356.06,356.06,411195.00
2021-10-21|08:00:00,356.21,356.23,356.21,356.23,356.23,185384.00
2021-10-21|09:00:00,355.02,355.02,355.02,355.02,355.02,1200.00
2021-10-22|09:00:00,356.50,356.50,356.50,356.50,356.50,241.00
2021-10-22|11:00:00,357.70,358.38,357.70,358.35,358.35,1977.00
2021-10-22|12:00:00,357.86,358.70,357.28,358.70,358.70,2806.00
2021-10-22|01:00:00,357.12,361.64,355.50,357.65,357.65,391879.00
2021-10-22|02:00:00,357.64,359.15,357.05,358.08,358.08,277050.00
2021-10-22|03:00:00,358.01,358.35,354.90,356.12,356.12,246316.00
2021-10-22|04:00:00,356.20,357.85,355.97,357.11,357.11,218345.00
2021-10-22|05:00:00,357.05,358.31,357.05,357.61,357.61,120334.00
2021-10-22|06:00:00,357.61,358.86,357.30,357.84,357.84,141205.00
2021-10-22|07:00:00,357.84,358.99,357.25,358.76,358.76,342722.00
2021-10-22|08:00:00,358.67,360.50,358.00,358.00,358.00,938955.00
2021-10-22|09:00:00,358.40,358.40,358.40,358.40,358.40,100.00
2021-10-22|10:00:00,358.00,358.00,358.00,358.00,358.00,361.00
2021-10-25|12:00:00,359.30,359.30,359.30,359.30,359.30,101.00
2021-10-25|01:00:00,359.04,364.30,359.04,361.42,361.42,418159.00
2021-10-25|02:00:00,361.42,361.89,358.79,361.20,361.20,390831.00
2021-10-25|03:00:00,361.19,362.79,360.67,361.27,361.27,243128.00
2021-10-25|04:00:00,361.18,362.43,360.95,361.41,361.41,156851.00
2021-10-25|05:00:00,361.49,362.65,361.29,362.58,362.58,160575.00
2021-10-25|06:00:00,362.54,362.95,362.12,362.19,362.19,215609.00
2021-10-25|07:00:00,362.23,362.42,360.19,360.97,360.97,505030.00
2021-10-25|08:00:00,360.86,361.05,360.86,360.86,360.86,291389.00
2021-10-25|09:00:00,361.90,361.90,361.90,361.90,361.90,581.00
2021-10-25|10:00:00,361.89,361.98,361.84,361.98,361.98,1051.00
2021-10-25|11:00:00,362.50,362.50,361.51,361.51,361.51,504.00
2021-10-26|10:00:00,362.94,362.94,362.94,362.94,362.94,504.00
2021-10-26|12:00:00,363.01,363.01,362.95,362.95,362.95,1225.00
2021-10-26|01:00:00,362.71,367.35,362.67,362.82,362.82,476507.00
2021-10-26|02:00:00,362.82,363.50,361.56,362.63,362.63,365057.00
2021-10-26|03:00:00,362.55,363.02,360.63,361.28,361.28,348859.00
2021-10-26|04:00:00,361.28,361.40,359.74,360.10,360.10,268217.00
2021-10-26|05:00:00,360.00,360.03,358.16,358.50,358.50,304682.00
2021-10-26|06:00:00,358.66,358.79,356.81,357.74,357.74,334420.00
2021-10-26|07:00:00,357.79,358.50,357.00,357.19,357.19,561702.00
2021-10-26|08:00:00,357.19,358.16,357.15,357.32,357.32,588734.00
2021-10-26|09:00:00,357.50,358.50,349.00,349.00,349.00,14226.00
2021-10-26|10:00:00,350.00,357.32,349.50,350.81,350.81,6965.00
2021-10-26|11:00:00,351.00,352.69,351.00,352.69,352.69,1620.00
2021-10-27|09:00:00,352.00,352.15,352.00,352.15,352.15,500.00
2021-10-27|10:00:00,352.17,352.17,352.17,352.17,352.17,143.00
2021-10-27|11:00:00,352.00,352.00,352.00,352.00,352.00,276.00
2021-10-27|12:00:00,353.00,354.00,351.95,352.48,352.48,3398.00
2021-10-27|01:00:00,353.43,353.43,339.79,340.90,340.90,1216106.00
2021-10-27|02:00:00,340.90,341.15,336.69,336.98,336.98,1497872.00
2021-10-27|03:00:00,336.96,337.34,333.80,335.42,335.42,1546248.00
2021-10-27|04:00:00,335.50,336.20,334.38,334.89,334.89,927851.00
2021-10-27|05:00:00,334.83,337.88,334.57,337.79,337.79,900629.00
2021-10-27|06:00:00,337.80,339.13,336.57,337.57,337.57,1164863.00
2021-10-27|07:00:00,337.57,337.66,335.50,335.70,335.70,1602478.00
2021-10-27|08:00:00,335.72,337.00,335.72,337.00,337.00,625344.00
2021-10-27|09:00:00,337.10,337.50,336.70,337.30,337.30,8403.00
2021-10-27|10:00:00,337.50,337.60,337.23,337.50,337.50,1474.00
2021-10-27|11:00:00,337.01,338.80,337.00,337.91,337.91,4669.00
2021-10-28|09:00:00,337.50,337.50,337.50,337.50,337.50,214.00
2021-10-28|10:00:00,338.55,338.55,338.55,338.55,338.55,148.00
2021-10-28|11:00:00,339.00,343.05,338.00,343.05,343.05,19121.00
2021-10-28|12:00:00,341.00,348.80,339.50,345.00,345.00,115871.00
2021-10-28|01:00:00,344.99,350.49,335.72,340.45,340.45,1685183.00
2021-10-28|02:00:00,340.23,342.93,334.24,334.92,334.92,1457670.00
2021-10-28|03:00:00,335.00,336.49,332.75,333.13,333.13,1035091.00
2021-10-28|04:00:00,333.20,334.16,328.87,330.39,330.39,1180011.00
2021-10-28|05:00:00,330.34,331.98,329.65,330.65,330.65,673330.00
2021-10-28|06:00:00,330.73,331.71,330.01,330.20,330.20,798759.00
2021-10-28|07:00:00,330.24,333.49,329.76,333.15,333.15,2011688.00
2021-10-28|08:00:00,333.03,334.50,331.82,333.03,333.03,474356.00
2021-10-28|09:00:00,332.53,334.00,332.53,333.25,333.25,538.00
2021-10-28|10:00:00,333.25,333.25,333.09,333.09,333.09,300.00
2021-10-28|11:00:00,333.03,333.19,332.00,333.00,333.00,4744.00
2021-10-29|10:00:00,333.03,333.03,333.03,333.03,333.03,329.00
2021-10-29|11:00:00,333.99,333.99,333.04,333.05,333.05,1459.00
2021-10-29|12:00:00,333.19,334.00,332.80,332.80,332.80,4653.00
2021-10-29|01:00:00,332.98,338.15,331.11,334.66,334.66,721350.00
2021-10-29|02:00:00,334.66,335.13,332.44,334.38,334.38,805761.00
2021-10-29|03:00:00,334.13,336.62,334.10,335.78,335.78,491096.00
2021-10-29|04:00:00,335.86,335.86,333.65,334.04,334.04,448198.00
2021-10-29|05:00:00,334.01,335.66,334.00,335.57,335.57,511001.00
2021-10-29|06:00:00,335.63,336.06,334.34,334.56,334.56,449188.00
2021-10-29|07:00:00,334.62,336.10,333.26,335.36,335.36,1069718.00
2021-10-29|08:00:00,335.52,335.65,335.20,335.52,335.52,1282518.00
2021-10-29|09:00:00,335.52,336.37,335.52,335.80,335.80,2606.00
2021-10-29|11:00:00,336.00,336.00,335.52,336.00,336.00,100.00
2021-11-01|08:00:00,335.75,335.75,335.75,335.75,335.75,218.00
2021-11-01|09:00:00,336.00,336.00,336.00,336.00,336.00,100.00
2021-11-01|11:00:00,337.00,337.20,337.00,337.20,337.20,1057.00
2021-11-01|12:00:00,337.40,337.70,336.90,337.01,337.01,4848.00
2021-11-01|01:00:00,337.01,340.90,335.12,338.12,338.12,607736.00
2021-11-01|02:00:00,338.31,340.17,337.33,339.32,339.32,655240.00
2021-11-01|03:00:00,339.33,340.61,338.11,339.57,339.57,633237.00
2021-11-01|04:00:00,339.57,340.10,338.31,338.62,338.62,440912.00
2021-11-01|05:00:00,338.73,339.49,335.78,335.83,335.83,546104.00
2021-11-01|06:00:00,335.78,336.22,334.50,334.89,334.89,661218.00
2021-11-01|07:00:00,334.85,334.93,332.88,334.03,334.03,1108661.00
2021-11-01|08:00:00,334.05,334.05,333.90,334.00,334.00,422055.00
2021-11-01|09:00:00,334.00,334.04,334.00,334.04,334.04,711.00
2021-11-01|10:00:00,334.04,334.04,334.04,334.04,334.04,300.00
2021-11-01|11:00:00,334.04,334.04,334.04,334.04,334.04,100.00
2021-11-02|08:00:00,334.71,334.71,334.71,334.71,334.71,297.00
2021-11-02|09:00:00,334.78,334.78,334.78,334.78,334.78,134.00
2021-11-02|11:00:00,334.69,334.69,334.50,334.50,334.50,234.00
2021-11-02|12:00:00,334.24,335.00,333.20,333.96,333.96,6256.00
2021-11-02|01:00:00,333.76,335.77,329.60,330.00,330.00,653207.00
2021-11-02|02:00:00,330.14,330.96,328.70,330.22,330.22,970524.00
2021-11-02|03:00:00,330.22,330.26,328.11,328.58,328.58,741246.00
2021-11-02|04:00:00,328.60,330.80,328.41,330.30,330.30,437623.00
2021-11-02|05:00:00,330.29,330.33,328.11,328.23,328.23,468781.00
2021-11-02|06:00:00,328.23,328.42,326.70,327.80,327.80,652790.00
2021-11-02|07:00:00,327.80,328.85,327.25,328.55,328.55,961020.00
2021-11-02|08:00:00,328.48,328.94,328.48,328.48,328.48,451952.00
2021-11-02|09:00:00,328.48,328.48,328.01,328.01,328.01,418.00
2021-11-02|10:00:00,328.62,328.62,328.50,328.50,328.50,754.00
2021-11-02|11:00:00,328.50,328.50,328.50,328.50,328.50,100.00
2021-11-03|12:00:00,328.95,329.00,328.50,328.50,328.50,3525.00
2021-11-03|01:00:00,328.55,329.01,323.34,326.47,326.47,585471.00
2021-11-03|02:00:00,326.30,327.67,323.87,326.77,326.77,580941.00
2021-11-03|03:00:00,326.75,327.52,325.91,327.03,327.03,325860.00
2021-11-03|04:00:00,327.03,328.98,326.78,327.09,327.09,383044.00
2021-11-03|05:00:00,327.09,327.16,324.66,325.60,325.60,540672.00
2021-11-03|06:00:00,325.59,327.27,325.11,326.92,326.92,481190.00
2021-11-03|07:00:00,327.00,329.58,326.70,329.45,329.45,731688.00
2021-11-03|08:00:00,329.43,329.43,328.98,329.43,329.43,299933.00
2021-11-03|09:00:00,329.44,329.44,329.30,329.30,329.30,463.00
2021-11-03|10:00:00,329.30,329.30,329.30,329.30,329.30,125.00
2021-11-03|11:00:00,329.78,329.99,329.78,329.99,329.99,420.00
2021-11-04|08:00:00,330.47,330.47,330.47,330.47,330.47,204.00
2021-11-04|09:00:00,330.73,330.73,330.73,330.73,330.73,128.00
2021-11-04|11:00:00,330.50,330.68,330.50,330.65,330.65,1003.00
2021-11-04|12:00:00,331.00,331.00,330.50,330.50,330.50,796.00
2021-11-04|01:00:00,330.50,338.63,330.50,336.08,336.08,850354.00
2021-11-04|02:00:00,336.07,336.47,331.92,332.25,332.25,490054.00
2021-11-04|03:00:00,332.16,332.52,329.33,330.32,330.32,476600.00
2021-11-04|04:00:00,330.17,332.94,330.08,332.59,332.59,340289.00
2021-11-04|05:00:00,332.58,333.99,332.33,333.97,333.97,340222.00
2021-11-04|06:00:00,333.92,335.28,333.68,334.94,334.94,529221.00
2021-11-04|07:00:00,334.94,335.77,334.17,335.51,335.51,890682.00
2021-11-04|08:00:00,335.43,335.43,335.30,335.30,335.30,278562.00
2021-11-04|09:00:00,335.35,335.43,335.35,335.43,335.43,2163.00
2021-11-04|10:00:00,335.50,335.50,335.50,335.50,335.50,102.00
2021-11-04|11:00:00,335.80,335.80,335.70,335.70,335.70,1491.00
2021-11-05|11:00:00,336.85,336.85,336.68,336.68,336.68,1521.00
2021-11-05|12:00:00,336.88,338.21,336.88,338.21,338.21,5040.00
