Date,Open,High,Low,Close,Adjusted_close,Volume
2021-10-13|04:00:00,1501.30,1508.59,1501.30,1506.03,1506.03,30176.00
2021-10-13|05:00:00,1506.07,1516.53,1503.55,1516.27,1516.27,40355.00
2021-10-13|06:00:00,1515.70,1522.96,1514.47,1518.93,1518.93,37355.00
2021-10-13|07:00:00,1519.00,1524.19,1516.01,1517.45,1517.45,69222.00
2021-10-13|08:00:00,1518.43,1518.43,1511.00,1518.43,1518.43,25555.00
2021-10-13|09:00:00,1516.91,1516.91,1516.91,1516.91,1516.91,478.00
2021-10-13|11:00:00,1524.78,1524.78,1524.78,1524.78,1524.78,100.00
2021-10-14|01:00:00,1538.01,1544.10,1515.35,1527.18,1527.18,47677.00
2021-10-14|02:00:00,1526.11,1534.69,1515.36,1518.33,1518.33,50923.00
2021-10-14|03:00:00,1518.40,1529.30,1514.51,1529.30,1529.30,25041.00
2021-10-14|04:00:00,1528.52,1534.10,1525.19,1532.04,1532.04,34866.00
2021-10-14|05:00:00,1531.52,1531.52,1524.61,1527.94,1527.94,14403.00
2021-10-14|06:00:00,1525.46,1528.50,1516.24,1527.82,1527.82,32248.00
2021-10-14|07:00:00,1527.00,1529.40,1520.53,1522.40,1522.40,47769.00
2021-10-14|08:00:00,1524.25,1524.25,1524.25,1524.25,1524.25,16659.00
2021-10-15|01:00:00,1536.12,1554.35,1531.50,1553.00,1553.00,49175.00
2021-10-15|02:00:00,1550.86,1572.86,1550.86,1566.15,1566.15,71416.00
2021-10-15|03:00:00,1567.13,1570.58,1549.56,1549.92,1549.92,23577.00
2021-10-15|04:00:00,1549.88,1570.00,1549.88,1569.02,1569.02,40210.00
2021-10-15|05:00:00,1569.53,1569.67,1558.73,1559.77,1559.77,20847.00
2021-10-15|06:00:00,1560.44,1565.35,1558.91,1564.74,1564.74,32394.00
2021-10-15|07:00:00,1565.02,1569.83,1562.09,1563.25,1563.25,62940.00
2021-10-15|08:00:00,1563.09,1565.00,1563.09,1563.09,1563.09,23822.00
2021-10-15|11:00:00,1565.50,1565.50,1565.50,1565.50,1565.50,171.00
2021-10-18|01:00:00,1550.00,1571.84,1550.00,1559.39,1559.39,30315.00
2021-10-18|02:00:00,1558.00,1578.95,1558.00,1577.70,1577.70,34955.00
2021-10-18|03:00:00,1578.59,1595.83,1578.59,1595.47,1595.47,41045.00
2021-10-18|04:00:00,1594.49,1605.30,1594.26,1601.55,1601.55,59034.00
2021-10-18|05:00:00,1601.40,1610.00,1595.06,1595.06,1595.06,26061.00
2021-10-18|06:00:00,1594.10,1599.50,1592.68,1596.44,1596.44,24255.00
2021-10-18|07:00:00,1595.56,1598.79,1591.30,1591.30,1591.30,42086.00
2021-10-18|08:00:00,1592.62,1592.62,1592.00,1592.00,1592.00,16434.00
2021-10-18|09:00:00,1592.62,1592.62,1592.62,1592.62,1592.62,631.00
2021-10-19|01:00:00,1607.99,1614.74,1600.00,1605.03,1605.03,34937.00
2021-10-19|02:00:00,1605.14,1605.68,1582.95,1594.74,1594.74,57974.00
2021-10-19|03:00:00,1597.88,1613.08,1597.19,1605.85,1605.85,38825.00
2021-10-19|04:00:00,1606.05,1608.79,1597.00,1602.62,1602.62,28886.00
2021-10-19|05:00:00,1602.97,1619.35,1602.95,1615.00,1615.00,56965.00
2021-10-19|06:00:00,1615.00,1617.61,1593.07,1593.07,1593.07,35195.00
2021-10-19|07:00:00,1592.38,1600.55,1586.70,1591.06,1591.06,56872.00
2021-10-19|08:00:00,1591.26,1591.26,1591.26,1591.26,1591.26,53845.00
2021-10-20|01:00:00,1608.00,1608.00,1585.24,1590.93,1590.93,28185.00
2021-10-20|02:00:00,1592.34,1605.57,1580.43,1596.99,1596.99,30896.00
2021-10-20|03:00:00,1595.91,1614.45,1594.95,1610.73,1610.73,40657.00
