NET  | date:2021-11-2 | PR:445.7  | DF:186.4$->187.6$(1.1$)/(185.7$-212.5$)       | 0.6%   | NET 
DIA  | date:2021-11-2 | PR:88.4   | DF:356.2$->358.1$(1.9$)/(356.1$-359.2$)       | 0.5%   | DIA 

GOOG | date:2021-11-2 | PR:362.4  | DF:2941.6$->2907.9$(-33.7$)/(2940.1$-3014.5$) | -1.1%  | GOOG
GOOG | date:2021-11-2 | PR:324.9  | DF:2941.6$->3016.5$(74.9$)/(2940.1$-3014.5$)  | 2.5%   | GOOG
GOOG | date:2021-11-2 | PR:442.0  | DF:2941.6$->3007.5$(65.9$)/(2940.1$-3014.5$)  | 2.2%   | GOOG

FB   | date:2021-11-2 | PR:398.6  | DF:341.0$->339.4$(-1.6$)/(340.5$-353.8$)      | -0.5%  | FB  
FB   | date:2021-11-2 | PR:413.9  | DF:341.0$->349.2$(8.1$)/(340.5$-353.8$)       | 2.4%   | FB  
FB   | date:2021-11-2 | PR:524.7  | DF:341.0$->336.1$(-4.9$)/(340.5$-353.8$)      | -1.4%  | FB  

REGN | date:2021-11-2 | PR:368.2  | DF:643.6$->645.1$(1.5$)/(640.9$-660.1$)       | 0.2%   | REGN
REGN | date:2021-11-2 | PR:344.7  | DF:643.6$->649.0$(5.3$)/(640.9$-660.1$)       | 0.8%   | REGN
REGN | date:2021-11-2 | PR:431.3  | DF:643.6$->636.4$(-7.2$)/(640.9$-660.1$)      | -1.1%  | REGN

MSFT | date:2021-11-2 | PR:332.2  | DF:339.8$->339.1$(-0.8$)/(339.6$-349.7$)      | -0.2%  | MSFT
MSFT | date:2021-11-2 | PR:295.4  | DF:339.8$->341.5$(1.7$)/(339.6$-349.7$)       | 0.5%   | MSFT
MSFT | date:2021-11-2 | PR:331.9  | DF:339.8$->333.2$(-6.7$)/(339.6$-349.7$)      | -2.0%  | MSFT

MELI | date:2021-11-2 | PR:616.2  | DF:1314.8$->1301.9$(-13.0$)/(1311.7$-1435.0$) | -1.0%  | MELI
MELI | date:2021-11-2 | PR:570.7  | DF:1314.8$->1260.2$(-54.6$)/(1311.7$-1435.0$) | -4.2%  | MELI
MELI | date:2021-11-2 | PR:835.7  | DF:1314.8$->1306.5$(-8.3$)/(1311.7$-1435.0$)  | -0.6%  | MELI

